pheno,set,use_mle,jump_sign,n_keep,h2_ldsc_est_1,h2_ldsc_est_2,h2_ldsc_est_3,h2_est_1,h2_est_2,h2_est_3,p_est_1,p_est_2,p_est_3,alpha_est_1,alpha_est_2,alpha_est_3,r2_est_1,r2_est_2,r2_est_3,r2_1,r2_2,r2_3
ECG_QTC_interval,hm3_altpop,TRUE,FALSE,30,0.2813,0.1941,0.3686,0.2347,0.1369,0.335,0.001799,0.0005144,0.004061,-0.6815,-0.9597,-0.2745,0.04195,0.03363,0.0513,0.0296,0.01847,0.04265
ECG_QTC_interval,hm3_altpop,FALSE,FALSE,31,0.2813,0.1941,0.3686,0.2328,0.1206,0.3268,0.001487,0.0003141,0.003949,,,,0.0436,0.03609,0.05092,0.03079,0.01946,0.04597
ECG_RR_interval,hm3,TRUE,FALSE,12,0.1973,0.1287,0.266,0.1452,0.07096,0.2295,0.003702,0.000899,0.008633,0.2781,-0.9788,0.4729,0.008587,0.00379,0.01489,0.01197,0.005321,0.02119
ECG_RR_interval,hm3,FALSE,FALSE,8,0.1973,0.1287,0.266,0.1669,0.1015,0.2006,0.00376,0.0009081,0.008277,,,,0.008784,0.005445,0.01208,0.01099,0.004465,0.01999
ECG_RR_interval,hm3_plus,TRUE,FALSE,10,0.2499,0.1768,0.323,0.2044,0.09539,0.3184,0.002928,0.0007829,0.005841,-1.253,-1.423,-1.09,0.01094,0.005895,0.01709,0.006705,0.00171,0.01502
ECG_RR_interval,hm3_plus,FALSE,FALSE,6,0.2499,0.1768,0.323,0.1931,0.1077,0.2338,0.002034,0.0005468,0.005806,,,,0.009643,0.006054,0.01361,0.01172,0.004977,0.02116
ECG_RR_interval,hm3_small,TRUE,FALSE,5,0.1915,0.1236,0.2594,0.1343,0.06987,0.2134,0.003243,0.0008667,0.008995,0.2915,-0.3225,0.4611,0.008017,0.003853,0.01454,0.01201,0.005653,0.02187
ECG_RR_interval,hm3_small,FALSE,FALSE,11,0.1915,0.1236,0.2594,0.1661,0.1021,0.1991,0.003605,0.0009452,0.0088,,,,0.008621,0.005582,0.01175,0.01094,0.004655,0.02018
ECG_RR_interval,hm3_altpop,TRUE,FALSE,13,0.2111,0.1388,0.2833,0.1441,0.07868,0.2286,0.003948,0.001188,0.007727,0.2976,-0.8692,0.4761,0.008293,0.003922,0.01421,0.01187,0.005315,0.021
ECG_RR_interval,hm3_altpop,FALSE,FALSE,6,0.2111,0.1388,0.2833,0.1637,0.07655,0.2073,0.002847,0.0005336,0.007335,,,,0.008944,0.005467,0.01227,0.011,0.004228,0.02011
erythrocyte_width,hm3,TRUE,FALSE,50,0.1548,0.1316,0.178,0.1493,0.1421,0.1569,0.003783,0.002896,0.004891,-0.6171,-0.7418,-0.4943,0.1058,0.1034,0.1082,0.1083,0.1026,0.1145
erythrocyte_width,hm3,FALSE,FALSE,50,0.1548,0.1316,0.178,0.145,0.1379,0.1523,0.002792,0.002028,0.003752,,,,0.1068,0.1048,0.1089,0.1076,0.1024,0.1135
erythrocyte_width,hm3_plus,TRUE,FALSE,50,0.1926,0.1648,0.2203,0.1658,0.1577,0.1746,0.003652,0.002859,0.004641,-0.6392,-0.6975,-0.5779,0.111,0.1085,0.1134,0.1127,0.1069,0.1186
erythrocyte_width,hm3_plus,FALSE,FALSE,50,0.1926,0.1648,0.2203,0.1573,0.149,0.1659,0.002307,0.001689,0.003063,,,,0.1122,0.11,0.1144,0.1114,0.1054,0.1175
erythrocyte_width,hm3_small,TRUE,FALSE,50,0.1491,0.1268,0.1715,0.1599,0.1516,0.1682,0.004582,0.003505,0.005892,-0.6573,-0.7689,-0.5469,0.1096,0.107,0.1122,0.107,0.1012,0.1128
erythrocyte_width,hm3_small,FALSE,FALSE,50,0.1491,0.1268,0.1715,0.1551,0.1473,0.1633,0.003447,0.002529,0.004636,,,,0.1106,0.1085,0.1128,0.1066,0.1011,0.1122
erythrocyte_width,hm3_altpop,TRUE,FALSE,50,0.1659,0.1394,0.1925,0.1613,0.1538,0.1689,0.004136,0.003225,0.005219,-0.5625,-0.6682,-0.4538,0.1132,0.1106,0.1158,0.1054,0.09969,0.1116
erythrocyte_width,hm3_altpop,FALSE,FALSE,50,0.1659,0.1394,0.1925,0.1585,0.1509,0.1657,0.003409,0.002531,0.004416,,,,0.114,0.1118,0.1161,0.1044,0.09871,0.1103
erythrocyte,hm3,TRUE,FALSE,50,0.2123,0.1799,0.2448,0.2441,0.2354,0.2529,0.0107,0.008965,0.01276,-0.6453,-0.7131,-0.5755,0.1578,0.1546,0.1611,0.1613,0.155,0.1675
erythrocyte,hm3,FALSE,FALSE,50,0.2123,0.1799,0.2448,0.2387,0.23,0.247,0.007413,0.005991,0.009069,,,,0.1608,0.1582,0.1635,0.1593,0.1532,0.1652
erythrocyte,hm3_plus,TRUE,FALSE,50,0.2822,0.243,0.3215,0.2724,0.2626,0.2825,0.009836,0.008343,0.01155,-0.6744,-0.7131,-0.6338,0.1663,0.1631,0.1696,0.1678,0.1617,0.174
erythrocyte,hm3_plus,FALSE,FALSE,50,0.2822,0.243,0.3215,0.2633,0.2525,0.2737,0.006193,0.00501,0.007525,,,,0.1691,0.1663,0.172,0.1642,0.158,0.1698
erythrocyte,hm3_small,TRUE,FALSE,50,0.2042,0.1727,0.2357,0.2658,0.2562,0.2753,0.01286,0.0108,0.0151,-0.7177,-0.7783,-0.6549,0.1678,0.1642,0.1713,0.1588,0.1527,0.1652
erythrocyte,hm3_small,FALSE,FALSE,50,0.2042,0.1727,0.2357,0.2626,0.2532,0.2718,0.009932,0.008015,0.01213,,,,0.1705,0.1678,0.1733,0.1575,0.1514,0.164
erythrocyte,hm3_altpop,TRUE,FALSE,50,0.2229,0.1879,0.258,0.2609,0.2519,0.2699,0.01205,0.01017,0.0141,-0.6897,-0.7525,-0.6237,0.1665,0.1632,0.1698,0.1587,0.153,0.1648
erythrocyte,hm3_altpop,FALSE,FALSE,50,0.2229,0.1879,0.258,0.2559,0.2473,0.2647,0.008509,0.006992,0.01037,,,,0.1698,0.1672,0.1725,0.1569,0.1508,0.1633
F_age_first_birth,hm3,TRUE,FALSE,50,0.1672,0.152,0.1823,0.1633,0.1458,0.181,0.0158,0.01143,0.0211,-0.69,-0.8223,-0.5302,0.03995,0.03599,0.04385,0.04139,0.03618,0.04766
F_age_first_birth,hm3,FALSE,FALSE,50,0.1672,0.152,0.1823,0.169,0.157,0.1786,0.01412,0.009744,0.01976,,,,0.041,0.03883,0.04311,0.04055,0.03544,0.04618
F_age_first_birth,hm3_plus,TRUE,FALSE,50,0.2198,0.2037,0.2359,0.1866,0.1673,0.2066,0.01431,0.01078,0.01883,-0.6919,-0.7919,-0.5741,0.04122,0.03764,0.04503,0.04203,0.03619,0.04798
F_age_first_birth,hm3_plus,FALSE,FALSE,50,0.2198,0.2037,0.2359,0.2042,0.1889,0.2159,0.01277,0.009013,0.01719,,,,0.04182,0.03953,0.04405,0.04054,0.03492,0.04646
F_age_first_birth,hm3_small,TRUE,FALSE,50,0.1631,0.1482,0.178,0.1761,0.1576,0.1945,0.01728,0.01268,0.02255,-0.7464,-0.8658,-0.6079,0.04364,0.03962,0.04795,0.04141,0.03609,0.04708
F_age_first_birth,hm3_small,FALSE,FALSE,50,0.1631,0.1482,0.178,0.1773,0.1682,0.1847,0.01759,0.01258,0.02441,,,,0.04263,0.04059,0.04469,0.04122,0.03582,0.04688
F_age_first_birth,hm3_altpop,TRUE,FALSE,50,0.1746,0.1589,0.1903,0.1703,0.1528,0.1876,0.0166,0.01227,0.022,-0.7214,-0.8444,-0.5807,0.0411,0.03727,0.04501,0.04137,0.0356,0.0475
F_age_first_birth,hm3_altpop,FALSE,FALSE,50,0.1746,0.1589,0.1903,0.1761,0.1629,0.1862,0.01454,0.01001,0.02033,,,,0.04256,0.0403,0.04475,0.0404,0.0347,0.04598
F_height,hm3,TRUE,FALSE,50,0.4957,0.4534,0.5379,0.5569,0.5403,0.5737,0.01644,0.01423,0.01906,-0.7186,-0.7748,-0.6622,0.3515,0.345,0.3584,0.317,0.3078,0.326
F_height,hm3,FALSE,FALSE,50,0.4957,0.4534,0.5379,0.5521,0.5363,0.5671,0.01216,0.01016,0.01436,,,,0.3597,0.3546,0.365,0.3139,0.3057,0.3236
F_height,hm3_plus,TRUE,FALSE,50,0.641,0.593,0.6891,0.6295,0.6102,0.6487,0.01538,0.01341,0.01756,-0.7173,-0.7485,-0.6854,0.3713,0.3645,0.3781,0.3309,0.3217,0.3405
F_height,hm3_plus,FALSE,FALSE,50,0.641,0.593,0.6891,0.6217,0.6024,0.6404,0.01063,0.00903,0.01242,,,,0.3793,0.3738,0.3846,0.3258,0.3165,0.3355
F_height,hm3_small,TRUE,FALSE,50,0.477,0.4359,0.5181,0.6162,0.5979,0.6344,0.02049,0.01783,0.02354,-0.7791,-0.8286,-0.7282,0.3805,0.3736,0.3876,0.3131,0.3037,0.3229
F_height,hm3_small,FALSE,FALSE,50,0.477,0.4359,0.5181,0.6156,0.5989,0.6311,0.01743,0.01454,0.02053,,,,0.3856,0.3804,0.3906,0.3116,0.3026,0.3211
F_height,hm3_altpop,TRUE,FALSE,50,0.5202,0.4751,0.5654,0.5953,0.5782,0.6123,0.01863,0.01621,0.02126,-0.7793,-0.834,-0.7254,0.3703,0.3636,0.3773,0.3142,0.3045,0.3234
F_height,hm3_altpop,FALSE,FALSE,50,0.5202,0.4751,0.5654,0.591,0.5748,0.6065,0.01397,0.0118,0.0164,,,,0.3786,0.3733,0.3841,0.3114,0.3025,0.3204
F_length_menstrual_cycle,hm3,TRUE,FALSE,9,0.1143,0.07157,0.157,0.09844,0.04563,0.151,0.002025,0.0004354,0.005382,-0.4925,-0.9691,0.09159,0.01147,0.00817,0.01537,0.01541,0.009269,0.02308
F_length_menstrual_cycle,hm3,FALSE,FALSE,22,0.1143,0.07157,0.157,0.1064,0.04762,0.1495,0.001789,0.0003311,0.004853,,,,0.01201,0.008485,0.01529,0.01496,0.009042,0.02268
F_length_menstrual_cycle,hm3_plus,TRUE,FALSE,21,0.158,0.1099,0.206,0.1069,0.05731,0.1675,0.002062,0.0006078,0.005302,-0.3486,-0.7984,0.353,0.0115,0.008381,0.01532,0.01553,0.008949,0.02327
F_length_menstrual_cycle,hm3_plus,FALSE,FALSE,19,0.158,0.1099,0.206,0.1129,0.03938,0.1771,0.001223,0.0001595,0.003859,,,,0.01136,0.007656,0.01477,0.0146,0.008623,0.02237
F_length_menstrual_cycle,hm3_small,TRUE,FALSE,11,0.1112,0.06892,0.1535,0.09811,0.05136,0.1553,0.002023,0.0005888,0.005637,-0.4778,-0.9508,0.3521,0.01121,0.007612,0.01538,0.01532,0.009215,0.02294
F_length_menstrual_cycle,hm3_small,FALSE,FALSE,19,0.1112,0.06892,0.1535,0.1082,0.04997,0.151,0.001836,0.0003518,0.0049,,,,0.01226,0.008808,0.01549,0.01476,0.008727,0.02245
F_length_menstrual_cycle,hm3_altpop,TRUE,FALSE,22,0.1197,0.07445,0.1649,0.1111,0.0659,0.1586,0.003052,0.0009878,0.006532,-0.4747,-0.9358,0.275,0.01138,0.00814,0.01545,0.0153,0.008883,0.02304
F_length_menstrual_cycle,hm3_altpop,FALSE,FALSE,31,0.1197,0.07445,0.1649,0.1088,0.05246,0.1499,0.001795,0.0003812,0.004611,,,,0.01227,0.008818,0.01538,0.0149,0.008637,0.02262
F_log_oestradiol,hm3,TRUE,FALSE,3,0.02654,0.0004983,0.05259,0.04516,0.01797,0.08518,0.00174,0.0004027,0.004888,-0.9319,-1.34,-0.2681,0.001868,0.0006173,0.003765,0.001786,0.0003178,0.004538
F_log_oestradiol,hm3,FALSE,FALSE,5,0.02654,0.0004983,0.05259,0.04036,0.01909,0.0577,0.002612,0.0003417,0.007241,,,,0.00128,0.0004848,0.002543,0.00168,0.0002452,0.00438
F_log_oestradiol,hm3_plus,TRUE,FALSE,5,0.03633,0.007534,0.06512,0.04716,0.01837,0.09226,0.00205,0.0005149,0.004606,-0.5605,-1.2,0.3919,0.00157,0.0004231,0.003312,0.001593,0.0002081,0.004357
F_log_oestradiol,hm3_plus,FALSE,FALSE,4,0.03633,0.007534,0.06512,0.05552,0.03769,0.07163,0.001612,0.0005744,0.004375,,,,0.001761,0.0009679,0.002918,0.001771,0.0002128,0.004578
F_log_oestradiol,hm3_small,TRUE,FALSE,4,0.02644,0.0006902,0.05218,0.03788,0.01124,0.07264,0.002442,0.0004495,0.005971,-0.2075,-1.316,0.5,0.001267,0.0003154,0.003014,0.001472,0.0001787,0.003973
F_log_oestradiol,hm3_small,FALSE,FALSE,3,0.02644,0.0006902,0.05218,0.04308,0.02507,0.0597,0.001852,0.0004331,0.004234,,,,0.00152,0.0007936,0.002691,0.001811,0.000228,0.004715
F_log_oestradiol,hm3_altpop,TRUE,FALSE,4,0.02902,0.001013,0.05702,0.04603,0.01605,0.0853,0.002214,0.0005885,0.006836,-0.6946,-1.397,0.3539,0.001582,0.000498,0.003348,0.001728,0.000292,0.004817
F_log_oestradiol,hm3_altpop,FALSE,FALSE,5,0.02902,0.001013,0.05702,0.04674,0.02398,0.06285,0.002494,0.0004062,0.007221,,,,0.001641,0.0008197,0.002656,0.001757,0.0003119,0.004462
F_log_testosterone,hm3,TRUE,FALSE,50,0.1209,0.1028,0.1389,0.1132,0.09648,0.1302,0.003483,0.002108,0.005457,-0.9294,-1.054,-0.806,0.04734,0.04428,0.05059,0.04559,0.0407,0.05126
F_log_testosterone,hm3,FALSE,FALSE,50,0.1209,0.1028,0.1389,0.1071,0.08967,0.1241,0.002584,0.001407,0.00433,,,,0.04808,0.04577,0.05051,0.04514,0.03959,0.05085
F_log_testosterone,hm3_plus,TRUE,FALSE,50,0.1568,0.1361,0.1774,0.1326,0.1139,0.1517,0.00326,0.002098,0.004812,-0.8359,-0.9053,-0.7614,0.05033,0.04728,0.0535,0.04741,0.04183,0.05353
F_log_testosterone,hm3_plus,FALSE,FALSE,50,0.1568,0.1361,0.1774,0.1241,0.1026,0.1446,0.002276,0.001258,0.00371,,,,0.0511,0.04853,0.05377,0.04623,0.04053,0.05227
F_log_testosterone,hm3_small,TRUE,FALSE,50,0.1171,0.0994,0.1347,0.1201,0.1024,0.1387,0.003902,0.002397,0.006233,-0.9407,-1.055,-0.8226,0.04907,0.0459,0.05236,0.04533,0.03988,0.05112
F_log_testosterone,hm3_small,FALSE,FALSE,50,0.1171,0.0994,0.1347,0.1149,0.09521,0.1328,0.003061,0.001614,0.00514,,,,0.04979,0.04715,0.05219,0.04492,0.03958,0.05046
F_log_testosterone,hm3_altpop,TRUE,FALSE,50,0.1268,0.1077,0.1459,0.1195,0.1032,0.1357,0.003809,0.002404,0.005612,-0.9476,-1.064,-0.8258,0.04907,0.04602,0.05232,0.04547,0.03987,0.05115
F_log_testosterone,hm3_altpop,FALSE,FALSE,50,0.1268,0.1077,0.1459,0.113,0.09534,0.1313,0.002805,0.001578,0.004753,,,,0.05015,0.04766,0.05255,0.04499,0.03944,0.05037
F_menarche,hm3,TRUE,FALSE,50,0.2427,0.221,0.2643,0.2273,0.2131,0.2418,0.01411,0.01108,0.01778,-0.5976,-0.6828,-0.5056,0.09883,0.09476,0.1032,0.1026,0.09587,0.1099
F_menarche,hm3,FALSE,FALSE,50,0.2427,0.221,0.2643,0.2253,0.2107,0.2396,0.009696,0.00723,0.01307,,,,0.1019,0.09881,0.1049,0.09987,0.09212,0.1071
F_menarche,hm3_plus,TRUE,FALSE,50,0.3069,0.2835,0.3304,0.2586,0.2421,0.2753,0.0126,0.009999,0.01576,-0.6854,-0.7431,-0.6254,0.1032,0.09917,0.1072,0.1055,0.09884,0.1125
F_menarche,hm3_plus,FALSE,FALSE,50,0.3069,0.2835,0.3304,0.2616,0.2443,0.2782,0.008658,0.006643,0.01117,,,,0.1059,0.1028,0.109,0.1004,0.09346,0.1073
F_menarche,hm3_small,TRUE,FALSE,50,0.2348,0.2137,0.2559,0.2454,0.2298,0.2605,0.01614,0.01265,0.02025,-0.6638,-0.7431,-0.5798,0.1052,0.1008,0.1097,0.102,0.0947,0.1086
F_menarche,hm3_small,FALSE,FALSE,50,0.2348,0.2137,0.2559,0.2467,0.232,0.2593,0.0129,0.009632,0.01688,,,,0.1076,0.1045,0.1105,0.1005,0.09301,0.1078
F_menarche,hm3_altpop,TRUE,FALSE,50,0.253,0.2305,0.2755,0.24,0.2255,0.2544,0.01561,0.01255,0.01922,-0.6434,-0.7254,-0.5572,0.1023,0.0982,0.1065,0.1026,0.09561,0.1099
F_menarche,hm3_altpop,FALSE,FALSE,50,0.253,0.2305,0.2755,0.2381,0.2236,0.2519,0.01073,0.008155,0.01394,,,,0.1058,0.1027,0.109,0.09992,0.09378,0.1069
fat_perc,hm3,TRUE,FALSE,50,0.2371,0.2238,0.2504,0.2391,0.2306,0.2477,0.03294,0.02845,0.03774,-0.5995,-0.6592,-0.536,0.1186,0.1153,0.1219,0.1143,0.1086,0.1199
fat_perc,hm3,FALSE,FALSE,50,0.2371,0.2238,0.2504,0.2436,0.2367,0.25,0.02514,0.02088,0.02975,,,,0.1217,0.1194,0.1239,0.1117,0.1066,0.1169
fat_perc,hm3_plus,TRUE,FALSE,50,0.3107,0.2959,0.3254,0.2707,0.2609,0.2806,0.0291,0.02548,0.03305,-0.679,-0.7178,-0.6365,0.1239,0.1206,0.1272,0.1171,0.1117,0.1226
fat_perc,hm3_plus,FALSE,FALSE,50,0.3107,0.2959,0.3254,0.2832,0.2741,0.2916,0.02218,0.01867,0.02604,,,,0.1269,0.1246,0.1292,0.1132,0.108,0.1187
fat_perc,hm3_small,TRUE,FALSE,50,0.2299,0.2167,0.2431,0.2624,0.2532,0.2717,0.03683,0.0322,0.04198,-0.6854,-0.7389,-0.6292,0.1299,0.1264,0.1333,0.1128,0.1075,0.118
fat_perc,hm3_small,FALSE,FALSE,50,0.2299,0.2167,0.2431,0.2652,0.2597,0.2701,0.03719,0.03095,0.04375,,,,0.1297,0.1276,0.1317,0.1119,0.1065,0.1172
fat_perc,hm3_altpop,TRUE,FALSE,50,0.2475,0.2337,0.2614,0.2537,0.245,0.2624,0.03493,0.03046,0.03947,-0.6711,-0.7274,-0.613,0.1248,0.1215,0.1282,0.1131,0.1075,0.1192
fat_perc,hm3_altpop,FALSE,FALSE,50,0.2475,0.2337,0.2614,0.2591,0.2521,0.2654,0.0276,0.02337,0.03244,,,,0.1283,0.1261,0.1306,0.1108,0.1056,0.1164
FEV1,hm3,TRUE,FALSE,50,0.2216,0.2053,0.238,0.2237,0.2133,0.2341,0.02057,0.01712,0.02463,-0.6275,-0.6952,-0.5531,0.1048,0.1012,0.1084,0.1075,0.101,0.1134
FEV1,hm3,FALSE,FALSE,50,0.2216,0.2053,0.238,0.2246,0.2151,0.2335,0.01497,0.01193,0.01854,,,,0.1079,0.1054,0.1102,0.1051,0.09889,0.1115
FEV1,hm3_plus,TRUE,FALSE,50,0.2908,0.2724,0.3092,0.2556,0.2436,0.2677,0.01817,0.01532,0.02156,-0.6953,-0.7399,-0.6476,0.1103,0.1069,0.1139,0.1113,0.1053,0.1176
FEV1,hm3_plus,FALSE,FALSE,50,0.2908,0.2724,0.3092,0.2632,0.251,0.2744,0.01344,0.01085,0.0164,,,,0.1135,0.1109,0.116,0.1072,0.1007,0.1133
FEV1,hm3_small,TRUE,FALSE,50,0.2153,0.1992,0.2314,0.2434,0.2325,0.2545,0.02289,0.01921,0.02688,-0.6972,-0.7581,-0.632,0.1136,0.1097,0.1174,0.1063,0.1004,0.1129
FEV1,hm3_small,FALSE,FALSE,50,0.2153,0.1992,0.2314,0.2466,0.2378,0.2547,0.02065,0.01648,0.02596,,,,0.1152,0.1128,0.1175,0.1051,0.09892,0.1117
FEV1,hm3_altpop,TRUE,FALSE,50,0.2313,0.2137,0.2489,0.2369,0.2263,0.2473,0.0221,0.01853,0.02611,-0.6824,-0.7453,-0.6125,0.11,0.1064,0.1135,0.107,0.1011,0.1135
FEV1,hm3_altpop,FALSE,FALSE,50,0.2313,0.2137,0.2489,0.2384,0.2286,0.2477,0.01632,0.01313,0.02019,,,,0.1134,0.1108,0.1161,0.1049,0.09869,0.1112
fluid_intelligence,hm3,TRUE,FALSE,50,0.2039,0.1848,0.2229,0.1726,0.1506,0.1946,0.01395,0.009668,0.01947,-0.4294,-0.6332,-0.2161,0.03695,0.03255,0.04134,0.04215,0.03545,0.04896
fluid_intelligence,hm3,FALSE,FALSE,50,0.2039,0.1848,0.2229,0.1827,0.1635,0.1967,0.0116,0.007177,0.01711,,,,0.03794,0.03516,0.0406,0.04114,0.03537,0.04827
fluid_intelligence,hm3_plus,TRUE,FALSE,50,0.256,0.2356,0.2764,0.1991,0.1733,0.2269,0.0125,0.009074,0.0166,-0.6402,-0.7897,-0.4242,0.03804,0.03394,0.04242,0.04253,0.03559,0.04965
fluid_intelligence,hm3_plus,FALSE,FALSE,50,0.256,0.2356,0.2764,0.225,0.2,0.2419,0.01074,0.006676,0.01553,,,,0.03919,0.03637,0.04187,0.04047,0.03415,0.04747
fluid_intelligence,hm3_small,TRUE,FALSE,50,0.1989,0.1801,0.2178,0.1842,0.1605,0.2082,0.01494,0.01022,0.02037,-0.5148,-0.7051,-0.2888,0.0399,0.03532,0.04484,0.0425,0.03612,0.04977
fluid_intelligence,hm3_small,FALSE,FALSE,50,0.1989,0.1801,0.2178,0.1915,0.175,0.203,0.01422,0.008847,0.02133,,,,0.03942,0.03688,0.04183,0.04186,0.03548,0.04897
fluid_intelligence,hm3_altpop,TRUE,FALSE,50,0.2137,0.194,0.2334,0.1792,0.1562,0.2023,0.01433,0.009744,0.02013,-0.4914,-0.6784,-0.2618,0.03796,0.0336,0.04263,0.0423,0.03565,0.04983
fluid_intelligence,hm3_altpop,FALSE,FALSE,50,0.2137,0.194,0.2334,0.1898,0.169,0.2044,0.01182,0.007334,0.0174,,,,0.03924,0.03637,0.04192,0.04129,0.03455,0.04817
FVC,hm3,TRUE,FALSE,50,0.2465,0.2276,0.2653,0.2554,0.2445,0.2662,0.02069,0.01731,0.02455,-0.6682,-0.7313,-0.5993,0.1271,0.1234,0.1311,0.1292,0.1226,0.1353
FVC,hm3,FALSE,FALSE,50,0.2465,0.2276,0.2653,0.2562,0.2464,0.2654,0.01512,0.01229,0.01851,,,,0.1311,0.1283,0.1338,0.1266,0.1199,0.133
FVC,hm3_plus,TRUE,FALSE,50,0.3219,0.3011,0.3427,0.2934,0.2807,0.3058,0.01886,0.01608,0.02209,-0.7293,-0.7693,-0.6867,0.1338,0.13,0.1375,0.1341,0.1276,0.141
FVC,hm3_plus,FALSE,FALSE,50,0.3219,0.3011,0.3427,0.2993,0.2873,0.3112,0.01382,0.01147,0.01672,,,,0.1381,0.1352,0.1409,0.1292,0.1231,0.1351
FVC,hm3_small,TRUE,FALSE,50,0.2386,0.2201,0.2571,0.2797,0.2679,0.2916,0.0235,0.01972,0.02762,-0.7356,-0.795,-0.6737,0.1384,0.1343,0.1425,0.1274,0.1201,0.1339
FVC,hm3_small,FALSE,FALSE,50,0.2386,0.2201,0.2571,0.2828,0.2735,0.291,0.02132,0.0172,0.02592,,,,0.1404,0.1378,0.143,0.1262,0.1202,0.1322
FVC,hm3_altpop,TRUE,FALSE,50,0.2572,0.237,0.2773,0.2711,0.2601,0.2821,0.02272,0.01919,0.02668,-0.7286,-0.7885,-0.6678,0.1333,0.1293,0.1373,0.1283,0.122,0.1342
FVC,hm3_altpop,FALSE,FALSE,50,0.2572,0.237,0.2773,0.2726,0.263,0.2818,0.01687,0.01397,0.02033,,,,0.1378,0.1351,0.1404,0.126,0.1198,0.1327
geek_time,hm3,TRUE,FALSE,50,0.09809,0.09057,0.1056,0.09439,0.08733,0.1014,0.02082,0.01644,0.02615,-0.6041,-0.7164,-0.4817,0.03006,0.02805,0.03207,0.03149,0.02841,0.03474
geek_time,hm3,FALSE,FALSE,50,0.09809,0.09057,0.1056,0.09735,0.09235,0.1016,0.01808,0.01344,0.024,,,,0.03078,0.02964,0.0319,0.03069,0.02794,0.03365
geek_time,hm3_plus,TRUE,FALSE,50,0.1291,0.1209,0.1373,0.1078,0.1001,0.1156,0.01855,0.01489,0.02248,-0.6742,-0.7494,-0.5962,0.03125,0.02946,0.0331,0.03179,0.0288,0.03489
geek_time,hm3_plus,FALSE,FALSE,50,0.1291,0.1209,0.1373,0.117,0.1108,0.1222,0.01638,0.01254,0.02069,,,,0.03175,0.03061,0.03287,0.03007,0.02711,0.03322
geek_time,hm3_small,TRUE,FALSE,50,0.0954,0.08798,0.1028,0.1016,0.09393,0.1091,0.02205,0.01712,0.0275,-0.6758,-0.7734,-0.5709,0.0328,0.03072,0.03496,0.03133,0.02867,0.03459
geek_time,hm3_small,FALSE,FALSE,50,0.0954,0.08798,0.1028,0.1027,0.09904,0.1058,0.02342,0.01762,0.03073,,,,0.03213,0.03108,0.03318,0.03094,0.02806,0.03421
geek_time,hm3_altpop,TRUE,FALSE,50,0.102,0.09415,0.1099,0.09885,0.09201,0.106,0.02146,0.01744,0.02682,-0.6628,-0.7602,-0.5573,0.03129,0.02939,0.03326,0.03133,0.02816,0.03453
geek_time,hm3_altpop,FALSE,FALSE,50,0.102,0.09415,0.1099,0.1018,0.09684,0.106,0.01864,0.01417,0.02411,,,,0.03208,0.03096,0.0332,0.03055,0.02768,0.03339
haematocrit_perc,hm3,TRUE,FALSE,50,0.1495,0.1308,0.1681,0.1719,0.1637,0.1803,0.009807,0.007945,0.01199,-0.6729,-0.7485,-0.595,0.09823,0.09557,0.1009,0.1051,0.1,0.1108
haematocrit_perc,hm3,FALSE,FALSE,50,0.1495,0.1308,0.1681,0.1688,0.1607,0.1765,0.007165,0.005598,0.009027,,,,0.1004,0.09824,0.1025,0.1037,0.0983,0.1091
haematocrit_perc,hm3_plus,TRUE,FALSE,50,0.2034,0.1805,0.2263,0.1943,0.1851,0.2037,0.008944,0.007404,0.01075,-0.7068,-0.7497,-0.6623,0.1037,0.1011,0.1064,0.1088,0.1034,0.1144
haematocrit_perc,hm3_plus,FALSE,FALSE,50,0.2034,0.1805,0.2263,0.1896,0.1796,0.1993,0.006107,0.004814,0.007587,,,,0.1058,0.1035,0.108,0.1062,0.1012,0.1117
haematocrit_perc,hm3_small,TRUE,FALSE,50,0.1437,0.1256,0.1618,0.1861,0.1771,0.1954,0.01139,0.009257,0.01401,-0.718,-0.7894,-0.6467,0.1042,0.1013,0.1072,0.104,0.09882,0.1095
haematocrit_perc,hm3_small,FALSE,FALSE,50,0.1437,0.1256,0.1618,0.1848,0.1762,0.1926,0.009302,0.007279,0.01162,,,,0.106,0.1038,0.1081,0.1031,0.09792,0.109
haematocrit_perc,hm3_altpop,TRUE,FALSE,50,0.1579,0.137,0.1788,0.1843,0.1761,0.1928,0.01064,0.00884,0.01286,-0.6798,-0.7539,-0.6049,0.1046,0.1019,0.1074,0.1041,0.09854,0.1093
haematocrit_perc,hm3_altpop,FALSE,FALSE,50,0.1579,0.137,0.1788,0.1812,0.1728,0.1892,0.007998,0.006303,0.009972,,,,0.1066,0.1045,0.1088,0.1029,0.09744,0.1083
haemoglobin,hm3,TRUE,FALSE,50,0.1621,0.1397,0.1845,0.1836,0.1752,0.1919,0.009802,0.007975,0.01189,-0.6881,-0.7645,-0.6071,0.1082,0.1054,0.111,0.1159,0.1107,0.1215
haemoglobin,hm3,FALSE,FALSE,50,0.1621,0.1397,0.1845,0.1794,0.1711,0.1873,0.006909,0.005395,0.008685,,,,0.1108,0.1085,0.113,0.1145,0.1092,0.1197
haemoglobin,hm3_plus,TRUE,FALSE,50,0.218,0.1913,0.2446,0.2064,0.1971,0.2157,0.008921,0.007431,0.01057,-0.7014,-0.7448,-0.6573,0.1143,0.1115,0.1172,0.1205,0.1149,0.1259
